Id,Location,Name,Category,Description,Latitude,Longitude,Altitude,Date verified,Open,Electricity,Wifi,Kitchen,Parking,Restaurant,Showers,Water,Toilets,Big rig friendly,Tent friendly,Pet friendly,Sanitation dump station,Outdoor gear,Groceries,Artisan goods,Bakery,Rarity in this area,Repairs vehicles,Repairs motorcycles,Repairs bicycles,Sells parts,Recycles batteries,Recycles oil,Bio fuel,Electric vehicle charging,Composting sawdust,Recycling center
32722,"Unnamed Road, 7800 Salvada, Portugal",Salvada 10 km,Wild Camping,"Oak field 10 km Salvada  n 511 fellow Vale de Russins
no boady around 
Au milieu des chêne s liège sur la route 511  suivre Vale de Russins personne aux alentours


",37.894147,-7.740682,231.0,2017-04-05 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,Yes,Unknown,Unknown,,,,,,,,,,,,,,,,
32723,"R. Dr. Afonso Costa 46, 7750-352 Mértola, Portugal",Mertola river side,Wild Camping,"along the river before the bridge access by the path that leads to the wharf little traffic very quiet
---
le long de la rivière avant le pont accès par le chemin qui amène au quai peu de trafic très calme
",37.639670,-7.659160,71.0,2022-07-15 00:00:00 UTC,Yes,No,No,No,,No,No,Natural Source,No,Yes,Yes,Unknown,,,,,,,,,,,,,,,,
32884,"R. Longa 43, 7750-172, Portugal",Mina de Sao Domingos,Wild Camping,"just outside village à funny place 500 m municipality hot shower clean and free 300 m ""Clube Reformados,"" 

À l'extérieur du village petit emplacement sympa à 500 m face à l'église douche municipales chaudes et gratuites à 300 m le "" Clubs Reformados"" club des retraités avec un très bon WiFi
",37.676650,-7.503430,210.0,2019-04-07 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,Yes,Unknown,Unknown,,,,,,,,,,,,,,,,
32946,"N261-4, 7670, Portugal",Baragem Ourique,Wild Camping,"WE Can see à few part of lake 80% empty
Difficult access on 5 m with 4wD easy
on ne peut voir qu'une partie du lac vide à 80% 
Accès difficile  sur 5 m en 4x4 facile",37.729865,-8.274424,209.0,2017-04-10 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,Yes,Yes,Unknown,,,,,,,,,,,,,,,,
33133,"Unnamed Road, 7630-174, Portugal",North 800 m Porto das Barcas,Wild Camping,"  Camping full nature where one can see the stork nests laid on cliff escarpments accessibility rather for vehicle medium size 

camping pleine nature ou l'on peut voir les nids de cigogne posés sur les escarpements de falaise 
accessibilité plutôt pour véhicule taille moyenne",37.557770,-8.793360,93.0,2017-04-13 00:00:00 UTC,Yes,Unknown,No,No,,No,No,No,No,Yes,Yes,Unknown,,,,,,,,,,,,,,,,
33595,"Caminho do Ambrósio, 8550-446 Monchique, Portugal",Monchique ,Informal Campsite,"en bas derrière la piscine et les aires sportives  immenses parking
behind sport area  and pool Big parking


",37.318889,-8.551949,468.0,2017-04-16 00:00:00 UTC,Yes,No,No,No,,No,No,Non-Potable,No,Yes,Unknown,Unknown,,,,,,,,,,,,,,,,
33596,"EM502, 8300 Silves, Portugal",Siles river side,Wild Camping,"2 km North Siles large Space front wind will you must Travel thé creek
Quiet but frogs singing on the night
take care your legs frenchy is near
2 km Nord Siles face au Moulin à vent il faut passer le ruisseau à gué 10 cm d'eau
les grenouilles chantent attention à vos cuisses un français est tout près
",37.204004,-8.432483,70.0,2020-09-22 13:32:38 UTC,Yes,No,No,No,,No,No,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,
33669,"R. das Bicas Velhas 57, 8100, Portugal",praca republica ,Water,"drinking water possibility go wash. clothes
not accessible by cars larger 5m


eau potable et lavoir",37.235018,-8.125354,0.0,2017-04-20 00:00:00 UTC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
33671,"N2, 8100, Portugal",Vale da Rosa,Informal Campsite,"fatigué pour trouver mieux au bord de la N2 peu peu de circulation tranquille + de l'eau
tired to find better N2 road side few few trafic quiet tape of water",37.289645,-7.938666,564.0,2017-04-20 18:33:19 UTC,Yes,No,No,No,,No,No,Non-Potable,No,Yes,No,Unknown,,,,,,,,,,,,,,,,
33781,"R. dos Cesteiros 39A, 8100 Loulé, Portugal","Tor , roman bridge pont romain",Wild Camping,"au bord de la rivière terrain plat ombrage face au pont romain
River side  front roman bridge .Big trees
",37.189510,-8.027797,175.0,2020-09-22 00:00:00 UTC,Yes,No,No,No,,No,No,Non-Potable,No,No,Yes,Yes,,,,,,,,,,,,,,,,
33784,"EM520-3 233, 8135, Portugal",Stadium Santa Barbara de Nexe,Wild Camping,"near stadium à field free access with smalls trees and Bush
près du stadium un terrain libre d'accès avec des petits arbustes et arbres",37.090491,-7.981419,106.0,2017-04-22 19:42:24 UTC,Yes,No,No,No,,No,No,No,No,Yes,Unknown,Unknown,,,,,,,,,,,,,,,,
33980,"N398 801T, 8700 Moncarapacho, Portugal",Moncarapacho,Established Campground,"  Camping beautiful flat surface flat about home friendly nice good WiFi 11.70 € CC 2 persons electricity place delimited 
",37.073714,-7.800998,94.0,2017-04-25 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,,Yes,Warm,Potable,Running Water,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
34126,"Unnamed Road, 8970, Portugal",Laranjeiras 3.4 km,Wild Camping,"the most beautiful step in Portugal like Heroic Valley of Rhin. But it's grey and windy
le plus beau site au Portugal cela ressemble à la vallée héroïque du Rhin dommage gris et frais
",37.420200,-7.449810,95.0,2017-04-28 17:32:38 UTC,Yes,No,No,No,,No,No,Non-Potable,No,Unknown,Yes,Unknown,,,,,,,,,,,,,,,,
34233,"EM507, 8970 Alcoutim, Portugal",Alcoutim ,Informal Campsite,"une aire gratuite avec vidange eau potable 7/8 places
free area water 7/8 places",37.475125,-7.474770,81.0,2017-04-30 09:06:16 UTC,Yes,Unknown,No,No,,No,No,Non-Potable,No,No,No,Unknown,,,,,,,,,,,,,,,,
35081,"R. Vasco da Gama 3B, 7520-437, Portugal",Porto Covo 2,Informal Campsite,"Because the other point is under construction, we found this spot. 

Parking lot at a sea lookout. Quiet during the night. A few beaches around, which you can reach by trails. Free Motorhome parking and service in town. But this land is for sale.",37.850020,-8.795450,12.84423828125,2017-05-14 00:00:00 UTC,Yes,No,No,No,,Yes,No,No,No,Yes,No,Yes,,,,,,,,,,,,,,,,
36464,"R. Prof. Guilherme Ferreira da Silva 27, 3050-449 Pampilhosa do Botão, Portugal",Bicycle and motorcycle mechanic,Mechanic and Parts,Tiny shop in the village of Pampilhosa. Local guy works there alone. He only speaks portugese...,40.334190,-8.420140,102.67477035522461,2017-06-04 19:53:42 UTC,Yes,,,,,,,,,,,,,,,,,,No,Yes,Yes,Unknown,,,,,,
36834,"N125 320Z, 8600 Luz, Portugal",Turiscampo camping bungalow park,Established Campground,"Very good campsite. Outdoor pool, indoor pool, restaurant, bar and spa. Pitches are big.",37.101940,-8.732801,105.34942626953125,2023-09-06 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,Yes,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
36870,"Via Dorsal de Armação de Pêra, 8365 Armação de Pêra, Portugal",Praia de Armacao de Pera Camping,Established Campground,Big camp place in the middle of town.  Really good price!!!,37.109007,-8.353202,11.510952771234095,2023-09-12 00:00:00 UTC,Yes,Yes - At Sites,Yes - Slow,Unknown,,Yes,Warm,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
37937,"R. da Farmacia 28, 7520-437, Portugal",porto covo,Informal Campsite,parking space right by the sea. Quite and a few other campers were there ,37.852275,-8.795272,65.01257643289864,2017-06-28 07:33:28 UTC,Yes,No,No,No,,Yes,No,No,No,Yes,No,Yes,,,,,,,,,,,,,,,,
39326,"R. Cunha 207-295, 4430-812 Avintes, Portugal",Parque Biologico Gaia,Established Campground,"7 motorhome simple pitches with 8,4mx4,0m (€4/night) and 2 double pitches (€6/night) w/ 15,6mx4,0m, electric hookups. Plus each adult €4, each child €2. Cars only €2. Pets only by leash. 10 kms away from Underground in Republica Avenue in Gaia. Phone +351 227 878 120. All bookings by e-mail : atendimento@parquebiologico.pt. You can download the digital leaflet on the website www.parquebiologico.pt",41.097370,-8.554550,0.0,2017-11-17 21:43:30 UTC,Yes,Yes,Yes - Average,Unknown,,Yes,Yes,Potable,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,
39559,"Unnamed Road, 7200, Portugal",Centro Náutico De Monsaraz,Wild Camping,Very nice spot on mixed parking. Small beach and restaurant. Beach shower and toilets during the day. Nice spot for some windusrfing or supping.,38.435781,-7.352404,216.34110527360136,2017-07-23 00:00:00 UTC,Yes,No,No,No,,Yes,Cold,No,No,Yes,No,Yes,,,,,,,,,,,,,,,,
39978,"Unnamed Road, 6090 Benquerença, Portugal",Praia Fluvial de Muinho,Informal Campsite,"Along a river, natural swimming zone, wc, showers (cold), snack. Dumping and water.",40.229533,-7.221399,466.87683276794985,2023-08-23 00:00:00 UTC,Yes,No,Yes - Average,Yes,,Yes,Cold,Potable,Running Water,Yes,No,Yes,,,,,,,,,,,,,,,,
40030,"N16 7, 6370, Portugal","Fornos de Algodres, praia fluvial",Informal Campsite,"Quiet place along river. Swimming protected zone, table and BBQ, with running water. Little bar for beer, coffees and sandwiches.",40.612821,-7.517781,335.2740478515625,2019-04-19 17:16:23 UTC,Yes,No,No,Yes,,No,No,Potable,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,
41473,"Unnamed Road, 8400 Lagoa, Portugal",Armin,Wild Camping,"A very nice and peaceful campsite with beach access, down at the beach there is a small restaurant.
All vehicles are allowed and plenty of space for tents
Stunning sea views ",37.089980,-8.414070,41.91737334039334,2023-07-16 02:08:12 UTC,Yes,No,No,No,,Yes,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,
43034,"Av. da Nato, 3885-718 Maceda, Portugal",Praia de sao,Informal Campsite,Nice beachside car park on top of the dunes. Solid for a couple of nights could have surf. ,40.920632,-8.658771,81.0,2017-09-16 17:44:54 UTC,Yes,No,No,No,,No,Cold,Potable,Running Water,Yes,No,Yes,,,,,,,,,,,,,,,,
43468,"N109, 3090-380 Figueira da Foz, Portugal",Orbitur Camping,Established Campground,Large site with direct beach access. Very clean facilities. Wifi only at the bar.,40.117438,-8.859708,11.215909020096142,2019-04-24 05:32:19 UTC,Yes,Yes - At Sites,Yes - Average,Yes,,Yes,Warm,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
44143,"Unnamed Road, 4970, Portugal",Camping Travanca,Established Campground,"Camping Travanca, National Park Peneda-Gerês",41.901960,-8.314530,0.0,2023-09-01 00:00:00 UTC,Yes,Yes,Unknown,Unknown,,Unknown,Hot,Potable,Pit Toilets,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
44158,"EM1322, 4970, Portugal",Parking Camp,Informal Campsite,"A small field, a few meters from Rio Vez, one of the most clean river in Europe. Good for park que car/4x4/van.",41.849510,-8.418430,,2017-10-05 15:46:58 UTC,Yes,No,Unknown,No,,No,No,No,Running Water,Yes,Unknown,Yes,,,,,,,,,,,,,,,,
44160,"EM530 181, 4970, Portugal",Soajo Parking,Wild Camping,"A small parking area with nice WC an water, in old village.",41.872000,-8.263170,0.0,2019-05-20 00:00:00 UTC,Yes,No,No,No,,Yes,No,Potable,Pit Toilets,Yes,No,Yes,,,,,,,,,,,,,,,,
44768,"Mar do Guincho, Estrada do Guincho, Cresmina, Cascais e Estoril, Cascais, Lisbon, 2750-070, Portugal",guincho beach,Informal Campsite,"a nice place to sleep on car/campercar, parking lot near the beach",38.727561,-9.474976,59.78317257568995,2020-08-27 00:00:00 UTC,Yes,No,No,No,,Yes,No,No,No,Yes,No,Yes,,,,,,,,,,,,,,,,
44933,"Restaurante ""O Alcazar"", Avenida Central, São Romão de Neiva, Viana do Castelo, 4740-161, Portugal",Alcazar ,Informal Campsite,"Nice owner, speaks English and will let you stay for free. Safe place, busy on weekends, mostly in summer time. 
Free wifi and free usage of washrooms. Just ask the owner to spend the night. Quite place. Enjoy ",41.616675,-8.777622,22.14543737387322,2019-07-25 09:01:19 UTC,Yes,Yes - Not at Sites,Yes - Fast,Yes,,Yes,Unknown,Potable,Running Water,Yes,Unknown,Yes,,,,,,,,,,,,,,,,
45393,"R. de Senra 112, 4970, Portugal",Rio S. Jorge,Informal Campsite,"Nice place, Near a river... With table lunch. Very green and quiet. Very good Spot for overlanding",41.812910,-8.378790,33.0,2023-06-25 12:54:50 UTC,Yes,No,No,No,,No,No,Natural Source,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,
