Id,Location,Name,Category,Description,Latitude,Longitude,Altitude,Date verified,Open,Electricity,Wifi,Kitchen,Parking,Restaurant,Showers,Water,Toilets,Big rig friendly,Tent friendly,Pet friendly,Sanitation dump station,Outdoor gear,Groceries,Artisan goods,Bakery,Rarity in this area,Repairs vehicles,Repairs motorcycles,Repairs bicycles,Sells parts,Recycles batteries,Recycles oil,Bio fuel,Electric vehicle charging,Composting sawdust,Recycling center
39326,"R. Cunha 207-295, 4430-812 Avintes, Portugal",Parque Biologico Gaia,Established Campground,"7 motorhome simple pitches with 8,4mx4,0m (€4/night) and 2 double pitches (€6/night) w/ 15,6mx4,0m, electric hookups. Plus each adult €4, each child €2. Cars only €2. Pets only by leash. 10 kms away from Underground in Republica Avenue in Gaia. Phone +351 227 878 120. All bookings by e-mail : atendimento@parquebiologico.pt. You can download the digital leaflet on the website www.parquebiologico.pt",41.097370,-8.554550,0.0,2017-11-17 21:43:30 UTC,Yes,Yes,Yes - Average,Unknown,,Yes,Yes,Potable,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,
43468,"N109, 3090-380 Figueira da Foz, Portugal",Orbitur Camping,Established Campground,Large site with direct beach access. Very clean facilities. Wifi only at the bar.,40.117438,-8.859708,11.215909020096142,2019-04-24 05:32:19 UTC,Yes,Yes - At Sites,Yes - Average,Yes,,Yes,Warm,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
44143,"Unnamed Road, 4970, Portugal",Camping Travanca,Established Campground,"Camping Travanca, National Park Peneda-Gerês",41.901960,-8.314530,0.0,2023-09-01 00:00:00 UTC,Yes,Yes,Unknown,Unknown,,Unknown,Hot,Potable,Pit Toilets,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
46249,"Parque de Campismo Municipal da Fuseta, Rua Coronel Brandeiro, Fuseta, Moncarapacho e Fuseta, Olhão, Faro, 8700-016, Portugal",Campismo Fuseta,Established Campground,"Rustic Municipal site, but clean & friendly. Mainly touring Motorhomes & caravans /tents, with just a few permanent. Stone pitches under mature trees, varying shade. Shower & washing facilities basic, but being updated (Oct 16). 
Part of the Ria Formosa nature reserve with fabulous beaches & islands nearby, reachable by ferry (except low season) and water taxi. Fuseta isn't touristy, but has plenty of cafés & fish restaurants. 
Secure enough to consider leaving your unit here to fly home from Faro Airport, reachable by train/bus or taxi.",37.053239,-7.744808,15.66607666015625,2016-10-18 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,No,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
46717,"Unnamed Road, 4960-170, Portugal",Camping Lamas de Mouro,Established Campground,"Mountain Camping, with trekking, 4x4 and canyoning  guides",42.035810,-8.195280,,2017-08-10 00:00:00 UTC,Yes,Yes,Yes - Slow,No,,No,Warm,Natural Source,Running Water,No,Yes,Yes,Unknown,,,,,,,,,,,,,,,
48758,"EN 103-7, Reconco, Sé, Santa Maria e Meixedo, Bragança, 5300-440, Portugal",Parque Campismo Baranca,Established Campground,Campground with good facilities and very good internet. Open all year. Friendly owner. With own river.,41.843905,-6.745520,643.0,2023-11-13 00:00:00 UTC,Yes,Yes - Not at Sites,No,No,,No,Hot,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
48815,"Ermida, Vilar da Veiga, Terras de Bouro, Braga, 4850-214, Portugal","Ermida Geres Camping, Ermida",Established Campground,Nice little camping. Family run. Open all year (it's Christmas Day today and it rains cats and dogs). Small restaurant/bar. Good wifi. Hot shower.,41.700746,-8.128116,538.0,2017-12-25 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,,Yes,Hot,Potable,Running Water,Unknown,Yes,Yes,Unknown,,,,,,,,,,,,,,,
49159,"Parque de Campismo Baía Azul, Avenida Marginal, Casal das Hortas, São Martinho do Porto, Alcobaça, Leiria, 2460, Portugal","Parque Campismo Baia Azul, San Matinho do Porto",Established Campground,"Nice and cheap campground. Helpful staff, clean facilities incl laundry. Very good location just outside the village, nice beach across the street. EUR 9 for 2 incl elec in offseason. Open allyear.",39.503293,-9.136062,68.0,2023-12-05 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,,Yes,Hot,Potable,Running Water,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
49357,"Peniche Praia, Estrada Marginal Norte, Peniche, Leiria, 2520-237, Portugal","Camping Peniche Praia, Peniche",Established Campground,"The place went through a lot of construction work and most of it is finished. So everything is pretty new, clean, well organized and the staff is very friendly. We enjoyed our stay here (Old text: Old and unorganised 2star camping. The location at the cliff is less nice than expected. But really good hot shower! Ok for an overnight. Open all year.)",39.368987,-9.391108,81.0,2023-06-20 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,No,,Yes,Hot,Potable,Running Water,No,Yes,Yes,Unknown,,,,,,,,,,,,,,,
49365,"Parque de Campismo Zambujeira, EN 393-1, São Teotónio, Odemira, Beja, 7630-777, Portugal",Camping Zambujeira do Mar,Established Campground,"Nice little camping under eucalyptus trees. Good and clean infrastructure, very well mentained, even warm water to wash dishes. Bar open till late, small shop. Open all year.",37.523818,-8.776555,96.0,2022-03-02 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,No,,Yes,Hot,Potable,Running Water,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
49505,"Parque de Campismo de Sagres, Rua do Poço, Sagres, Vila do Bispo, Faro, 8650-375, Portugal","Camping Orbiture, Sagres",Established Campground,Nice campground with good facilities. A bit outside of Sagres but nice view over the town. Restaurant/Bar open till 9pm. Bread can be ordered at reception. Open all year. Around 16 EUR for 2 incl. elec.,37.023237,-8.946240,83.0,2024-04-21 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,,Yes,Hot,Yes,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
49575,"Parque Rural de Autocaravanas Vale da Carrasqueira, EN 266;ER 266, Montinho, Monchique, Faro, 8550-245, Portugal","Vale da Carrasqueira, Monchique",Established Campground,"Very nice trailer park with toilett, shower, good wifi and little pool. EUR 12.50 incl power. Popular among the huge white ships, but anyway recomendable.",37.276737,-8.543746,223.0,2023-11-09 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,,No,Warm,Potable,Running Water,Yes,No,Unknown,Unknown,,,,,,,,,,,,,,,
49921,"Évora Camping, Ciclovia N380, Vila Lusitano, Horta das Figueiras, Malagueira e Horta das Figueiras, Évora, 7005-840, Portugal",Orbitur Camping Évora,Established Campground,"Camping with all facilities. Outside of the city. EUR 16.60 for 2 incl. elec. Ok, but nothing special. 

follow the signs to the Campground. the Garmin way is wrong.",38.557202,-7.927351,306.0,2023-05-22 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,No,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
52994,"Parque de Campismo, Rua da Escola, Areeiro, Santo António dos Olivais, Coimbra, 3030-481, Portugal",coimbra Campground,Established Campground,"Safe place and super confortable.
shower,water,electricity,huge barbecue areas,and only 10€ per tent and motorbike",40.188760,-8.399790,126.00431596786188,2023-08-03 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,Yes,,Yes,Hot,Potable,Running Water,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
55470,"Parque Campismo Municipal de Serpa, Rua Francisco Torrão, Bairro Municipal, Serpa, Serpa (Salvador e Santa Maria), Serpa, Beja, 7830-420, Portugal",Parque Campismo Municipal,Established Campground,"big campsite,  good and clean ablutions,  Wifi is fast  at the reception area, many trees, nice staff,e paid 10,60€ for 2 persons, a mobilehomes and electricity.  ",37.941166,-7.603915,244.0,2019-06-27 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,Yes,,No,Hot,Potable,Running Water,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
60018,"R. Nossa Sra. da Vitória, 2445 Pataias, Portugal",Quinta da Falca RV park,Established Campground,"Private restaurant RV park. Beach access.

Camper (24H) + Water + Dump station = 10 Euros",39.645850,-9.067730,0.0,2018-05-20 00:00:00 UTC,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Yes,Unknown,Yes,No,Yes,Unknown,,,,,,,,,,,,,,,
66695,"Ecoparque do Outão, Rua Orlando Curto, Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça), Setúbal, 2900-182, Portugal",Ecoparque do Outão,Established Campground,"Nice clean campsite along the bay. Clean hot showers. Very friendly staff and guards. Dogs welcome. 9,40 for 1 minivan up to 6 persons. ",38.502112,-8.928908,3.4013938903808594,2021-11-09 18:53:47 UTC,Yes,Yes - At Sites,No,No,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
67982,"Camping Milfontes, Rua dos Bombeiros, Vila Nova de Milfontes, Odemira, Beja, 7645-296, Portugal",Vila Nova de Milfontes,Established Campground,"Complete and nice camping with swimming pool, hot showers, restaurant and 800 meters of sea.",37.731958,-8.781856,43.07243430175389,2018-08-15 00:00:00 UTC,Yes,Yes - At Sites,Yes - Slow,Unknown,,Yes,Hot,Potable,Running Water,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
69072,"Valhelhas Camping, EN 232, Quinta do Cabecinho, Valhelhas, Guarda, Portugal",Parque de Campismo Rossio de Valhelhas,Established Campground,"Joli camping au bord du rio Zezere avec une petite plage fluviale attenante. Ombragé, station d'eau et de vidange pour camping-car, électricité possible, sanitaires propres, petit bar/restaurant. Ambiance familiale.

Nice campsite on the rio Zezere with a small adjoining river beach. Shaded, water and dumping station for camper, electricity at site, clean toilets, small bar / restaurant. Family atmosphere.",40.403200,-7.405060,,2015-07-18 00:00:00 UTC,Yes,Yes - At Sites,Unknown,No,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
69074,"Camping Alentejo, EN 18, Bairro Mourique, Vimieiro, Arraiolos, Évora, 7100-300, Portugal",Camping Alentejo,Established Campground,"Agréable camping à quelques kilomètres d'Evora. Petite piscine. Sanitaires magnifiques. Peu d'ombre. Route proche très passante même de nuit. Dommage. Wifi.

Pleasant campsite a few kilometers from Evora. Small pool. Beautiful sanitary . Little shade. Close road very busy even at night. Wifi on site.",38.792390,-7.687720,,2015-07-21 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,No,,No,Hot,Potable,Yes,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
69080,"Parque de Campismo do Sindicato dos Bancários do Sul e Ilhas - Olhão, Ecovia do Litoral, Quelfes, Olhão, Faro, 8700-278, Portugal",Parque De Campismo E Caravanismo Do Sindicato Dos Bancários Do Sul E Ilhas Olhao,Established Campground,Superbe camping sous les pins. Grande piscine à payer en supplément. Sanitaires propres et en grand nombre. Eau potable et vidange. Electricité possible.,37.035260,-7.822020,8.394519805908203,2019-04-05 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,No,,Yes,Hot,Potable,Yes,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
69085,"Estádio Municipal de Tomar, Rua Horta do Barão, Santa Maria dos Olivais, Tomar (São João Baptista) e Santa Maria dos Olivais, Tomar, Santarém, 2300-359, Portugal",Parque Municipal de Campismo Tomar,Established Campground,"Camping un peu vieillot mais proche du centre ville et de la grande piscine municipale. Sanitaires un peu ancien mais propre.

Camping a little bit old but close to the city center and the large municipal pool. Sanitary a bit old too but clean.",39.606960,-8.410200,52.541296743787825,2021-08-04 00:00:00 UTC,Yes,No,No,No,,No,Cold,Potable,No,Yes,No,Yes,Yes,,,,,,,,,,,,,,,
69090,"Costa, Guimarães, Braga, 4810-148, Portugal",Camping Penha Guimaraes,Established Campground,"Camping sur la colline surplombant Guimaraes. Bondé en août lors du festival de Festas Gualterianas. Sanitaires insuffisants en nombre. Minuscule piscine. Joli cadre et jolie vue. Accès facile à Guimaraes en funiculaire.

Camping on the hill overlooking Guimaraes. Crowded in August at the festival of Festas Gualterianas. Sanitary insufficient in number. Tiny pool. Nice setting and nice view. Easy access to Guimaraes by funicular.",41.429330,-8.268530,275.07927856345026,2022-12-10 09:16:51 UTC,Yes,Yes - At Sites,Unknown,No,,Yes,Hot,Potable,Yes,No,Yes,Yes,Unknown,,,,,,,,,,,,,,,
70554,"Camping Ria Formosa - Cabanas de Tavira, Rua Rui Calvino, Cascalhão, Conceição e Cabanas de Tavira, Tavira, Faro, 8800-077, Portugal",Ria Formosa camping site - Conceição Cabanas Tavira ,Established Campground,"First class site with all amenities incl laundry , pool restaurant - all well run !",37.145357,-7.600894,24.221833956269805,2019-06-23 00:00:00 UTC,Yes,Yes - At Sites,Yes - Slow,Yes,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
84334,"Douro Camping, Rue de l Parque de Campismo, Miranda de L Douro, Miranda do Douro, Bragança, 5210-212, Portugal",Parque de Campismo,Established Campground,Lovely campsite at the border with Spain. Very clean with excellent facilities. 3 euros per person plus 4 euros for small camper. Electric extra.,41.492839,-6.284785,650.31396484375,2017-09-19 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,No,,No,Warm,Potable,Running Water,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
87733,"Camping Orbitur Foz do Arelho, Rua Maldonado Freitas, Foz do Arelho, Caldas da Rainha, Leiria, 2500-513, Portugal",Parque de campismo Orbitur Foz de Arelho ,Established Campground,Big campground that's open all year. Services like TV room or swimming pool are closed during the winter. ,39.429480,-9.201362,118.751641713,2019-01-16 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,Yes,,Yes,Hot,Potable,Running Water,Yes,No,Yes,Unknown,,,,,,,,,,,,,,,
90433,"Ecoparque do Outão, Rua Orlando Curto, Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça), Setúbal, 2900-182, Portugal",eco campismo de setubal,Established Campground,wonderful.dirct at the sado river.real hot showers.for me one of most relaxing places in sothern europe.great.euro6.-,38.501455,-8.928468,2.34710693359375,2017-04-28 00:00:00 UTC,Yes,No,No,Yes,,No,Hot,Potable,Running Water,No,No,Unknown,Unknown,,,,,,,,,,,,,,,
93205,"Parque de Campismo de Alcácer do Sal, Rua da Fonte da Talha, Bairro das Majapoas, Alcácer do Sal, Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana, Alcácer do Sal, Setúbal, 7580-057, Portugal",Parque de Campismo de Alcácer do Sal,Established Campground,Nice little campground in Alcacer do Sol. €8.90 for two of and a tent on our bicycles. Pitches are large and shaded and have hedges for privacy. Showers are hot and clean. Toilets are BYO toilet paper. A good spot to spend the night. Grocery store next door and Lidl across the road.,38.379708,-8.516424,58.44394667279002,2023-02-16 00:00:00 UTC,Yes,Yes - Not at Sites,Yes - Slow,Yes,,No,Hot,Potable,Running Water,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
93642,"Toca da Raposa, EM 504, Meruge, Oliveira do Hospital, Coimbra, 6270-605, Portugal",Toca Da Raposa,Established Campground,"Very pleasant campsite with good facilities, swimming pool, bar and an atmospheric restaurant (sitting inside or on the patio) The owner and staff are very friendly and helpful. 
There are few friendly dogs and cats (and guinea pigs!) on the campground but as far as we know your pet is welcome and apparently the resident dogs are quite chilled out and friendly with camping doggies.
When you come and stay here, make sure there's a Wednesday night for you to enjoy and experience the best (authentic) pizza dish! Baked by a fabulous Italian/Belgian couple using their home grown organic ingredients and baked in the outside wood-fired pizza oven. An absolute must and very pleasant experience! (these Wednesday Pizza night are only at season time from Easter - October) And of course there's no pizza without a nice bottle of cold beer (good selection of Belgian and Portuguese beers)
You can just turn up or call ahead: (+351)238601547 or (+351)926704218",40.403590,-7.826420,0.0,2023-10-07 00:00:00 UTC,Yes,Yes,Yes - Average,Unknown,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
94048,"Parque de Campismo Rural da Ingrina, Caminho Agrícola da Funcheira, Vila do Bispo e Raposeira, Vila do Bispo, Faro, 8650-281, Portugal",Tourbus compartment at Ingrina Campsite,Established Campground,"Tourbus compartment or sleeping berth at campsite Ingrina near Vila do Bispo in the nature reserve.

I was here with my motorbike in May (Touring cbf 600) looking for a safe base for my luggage and my bike. It was perfect. Motorcycle parked next to bus. I stayed 3 weeks.
Had a compartment in the upper flor of ""Roman's Tourbus"" (ask at the gate of the Camping vor check air bnb). 1night / ~ 14, - € (depends how you book/stay) . Use of all facilities of Ingrina Camping (older campsite but its clean and  uncomplicated, reliable hot showers when I was here!). At night starry sky and Milky Way through open roof hatch in the 2-beds-compartment :-) 

  I left my havy luggage in the bus and I made several motorcycle tours through the West Algarve, Monchique Mountains and visited several beaches (often unpaved roads). 
Very quiet, in the middle of nature - beautifull beaches also on foot accessible. Roman is a friendly and helpful host.
(Pictures of bus and view from the restaurant terrace towards the Ingrina-Beach)
",37.050392,-8.884792,103.0,2019-07-29 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,,Yes,Hot,Potable,Running Water,Unknown,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
99192,"Parque de Campismo de Castelo Branco, EN 18, Castelo Branco, 6000-773, Portugal",Parque de Campo Municipal,Established Campground,"Established Campsite
Big campsite, hardly any people in June. English speaking and very friendly in reception. 
Spotless toilet block.
Some of the lowest prices in europe. Cost €5.75 for one person, a car and a tent. No other facilities and ideally need transport back up the road to town.",39.858485,-7.494787,386.1137301498469,2019-07-06 00:00:00 UTC,Yes,Unknown,Unknown,No,,No,Hot,Unknown,Running Water,Unknown,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
100419,"Camping Rio Côa, EN 16, Leomil, Mido, Senouras e Aldeia Nova, Almeida, Guarda, Portugal",Café Rio Coa,Established Campground,"Very nice campsite right next to the river. Friendly and helpful owner! Possibility to rent a canoe for small money, take a beer or coffee in the café or just step out of your car/tent in the morning and take a bath in the clear water. Perfect place to stay! ",40.616755,-6.918425,583.9682497630944,2019-07-15 00:00:00 UTC,Yes,Yes - Not at Sites,No,Yes,,No,Warm,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
102954,"Parque do Pião, EN 339, Covilhã e Canhoso, Covilhã, Castelo Branco, 6200-073, Portugal",Camping Pião,Established Campground,"Nice camping, right near ""Serra da Estrela"", the highest mountain in Portugal. ",40.287803,-7.527559,1094.9261792832986,2019-08-03 00:00:00 UTC,Yes,Unknown,Yes - Average,Unknown,,Yes,Hot,Yes,Running Water,Unknown,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
103108,"Góis Camping, Ponte Real, São Paulo, Góis, Coimbra, 3330-304, Portugal",Goiscamp,Established Campground,A nice camp with some amenities right next to the center of the village. It has a river with sand where you can bath. Just great! ,40.154312,-8.113373,283.6331314165145,2019-08-03 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,Yes,,Yes,Warm,Non-Potable,Running Water,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
112595,"Campingbeijames, EM 1023, Portela, Vale da Amoreira, Manteigas, Guarda, Portugal",Rural ,Established Campground,Basic camp site  with warm shower and toilets. The gate is closed but you can open it yourself . There are two frendly dogs - they guide you to the site. ,40.388540,-7.447661,538.5835036763542,2020-01-25 00:00:00 UTC,Yes,No,No,No,,Yes,Hot,Unknown,Running Water,No,Yes,Yes,Unknown,,,,,,,,,,,,,,,
113217,"Casa do Sardão - Albergue, 769, Avenida do Paço, Carreço, Viana do Castelo, 4900-012, Portugal",Albergue Casa do Sardão,Established Campground,"Hostel with parking place.
You can use kitchen, showers and bathrooms, and all the common areas.",41.754480,-8.861410,,2019-10-20 00:00:00 UTC,Yes,Yes,Yes - Fast,Yes,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
117489,"Parque de Campismo de Mogadouro, Avenida Calouste Gulbenlkian, Mogadouro, Valverde, Vale de Porco e Vilar de Rei, Mogadouro, Bragança, 5200-233, Portugal",Parque de campismo de Mogadouro,Established Campground,"Nice campsite, hot showers 11€ for 2 motorcycles and 1 tent. No restaurant but there’s a supermarket 2 kilometres away. ",41.335531,-6.717676,707.0568490036702,2019-09-28 00:00:00 UTC,Yes,Yes - At Sites,Unknown,No,,No,Hot,Potable,Running Water,Unknown,Yes,Yes,Unknown,,,,,,,,,,,,,,,
119267,"Campimeco, CM 1043, Casal dos Cardosos, Sesimbra (Castelo), Sesimbra, Setúbal, 2970-103, Portugal",Campimeco,Established Campground,"This Campsite is found inside the beautiful region of Sesimbra, where there is a whole historical and fishing tradition. It is also near the beach “Praia das Bicas”, in the Meco Village, one of the most sought beaches on the western coast. People come here to practice several sports (surf, bodyboard) and also to find cliffs filled with fossils.
It possesses a total area of 220.000m2 (meters) and it is surrounded by an area of great natural beauty, between the green of the dense pine tree forests and the blue of the ocean. It is the perfect place for nature lovers to enjoy the tranquility of the countryside as well as the rebellion of the ocean.",38.463690,-9.189100,,2019-12-17 00:00:00 UTC,Yes,Yes,Yes - Average,No,,Yes,Hot,Potable,Running Water,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
126917,"Alpedrinha, Fundão, Castelo Branco, 6230-069, Portugal",alpedrinha farm,Established Campground,"Superb quiet location, aloe vera farm, run by very friendly Dutch people. Arrive by the north and not by the small roads / paths of the south, because they are impassable for a cc but OK for van or 4x4. 10 € per night with sanitary and hot showers, 2.50 for electricity. About 80 locations only open for 12-18 months. Share

Superbe endroit au calme, ferme d'aloe vera, tenue par des Hollandais très sympathique. Arrivez par le nord et non pas par les petites routes/sentiers du sud, car elles sont impraticables pour un cc mais OK pour fourgonnette ou 4x4. 10€ la nuit avec sanitaire et douches chaudes, 2,50 pour l'électricité. Environ 80 emplacements seulement ouvert depuis 12-18 mois. Partagez ",40.082468,-7.438831,494.76531982421875,2020-02-28 00:00:00 UTC,Yes,Yes - At Sites,Unknown,No,,No,Hot,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
130463,"Parque de Campismo da Albufeira do Maranhão, Caminho ""Ilha do Náutico"", Avis, Portalegre, 7480-122, Portugal",Parque de campismo da Albufeira do Maranhão ,Established Campground,"Nice place with camping, swimming pool, restaurant and boat rump. People can also park Camping cars outside.",39.056484,-7.911901,184.5,2020-05-10 00:00:00 UTC,Yes,Unknown,Unknown,Unknown,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
